gene	HC1	HC2	HC3	HC4	M1	M2	M3	S1	S2	S3	S4	S5	S6
PAK6	1	7	6	2	12	17	0	3	3	0	0	1	0
PLCB2	677	413	983	151	1618	1158	27	320	967	44	236	72	56
INAFM2	417	330	567	113	267	384	11	474	973	55	101	78	50
CCDC9B	352	199	403	46	217	210	3	63	39	5	10	4	10
DISP2	125	52	194	8	40	111	2	19	8	2	2	2	2
KNSTRN	239	130	341	49	369	634	11	168	243	14	39	19	26
IVD	900	538	814	115	1223	1309	32	346	568	17	97	24	47
BAHD1	237	115	215	38	216	258	10	275	562	35	73	43	48
AC013356.3	3	0	0	0	0	0	0	0	0	0	0	0	0
CHST14	290	134	249	50	234	278	13	98	143	9	55	14	13
AC091045.1	3	0	0	0	23	15	0	15	24	2	0	1	2
CCDC32	961	499	818	156	2097	1573	72	1448	3090	138	315	256	186
RPUSD2	149	70	94	37	281	275	2	76	174	10	16	12	14
KNL1	23	11	29	4	70	39	1	57	77	8	11	0	17
RMDN3	5111	2619	2763	1246	7039	7118	312	1707	5107	64	1122	162	259
GCHFR	43129	20886	23091	11230	22258	26859	995	3571	19704	168	2960	293	486
DNAJC17	547	286	382	96	1025	976	21	416	814	48	91	89	55
C15orf62	22	11	7	8	18	15	0	11	25	0	6	0	1
ZFYVE19	543	248	469	155	686	642	19	281	737	24	89	79	44
SPINT1-AS1	231	137	137	86	204	220	6	42	136	13	24	5	5
SPINT1	1060	401	1341	260	1080	1632	22	426	1200	56	219	67	41
RHOV	3	0	1	44	1	0	0	4	18	1	1	3	0
VPS18	464	210	500	105	774	684	33	710	1879	94	196	115	137
INO80	377	201	322	60	929	777	22	674	1449	77	188	87	73
EXD1	10	5	2	0	6	13	0	5	11	0	0	0	0
CHP1	5343	2311	3697	839	1648	1669	59	1665	3072	123	421	221	250
OIP5	25	18	18	9	33	45	0	7	15	1	3	1	5
NUSAP1	255	141	223	33	223	252	6	155	198	20	27	26	34
NDUFAF1	811	405	668	137	762	821	22	396	1021	49	99	103	75
RTF1	5248	2995	3150	627	3984	3970	119	2480	4823	246	485	214	229
RPAP1	117	72	185	28	308	317	6	173	361	22	47	16	29
MGA	335	234	777	46	885	752	35	598	1120	53	97	60	73
MAPKBP1	130	73	181	18	214	174	6	179	317	18	41	20	18
JMJD7-PLA2G4B	48	29	31	4	45	33	4	18	25	4	6	6	7
SPTBN5	61	29	79	13	109	65	1	122	206	5	47	22	18
AC020659.1	1	0	5	4	3	3	0	0	14	0	0	1	1
EHD4	1715	681	1812	382	5172	3706	137	3968	8004	257	1119	826	442
VPS39	361	221	413	60	1391	1155	45	658	1483	70	192	109	76
TMEM87A	1264	765	1602	193	2259	2384	67	1940	3881	134	463	241	251
GANC	413	186	481	60	764	764	19	386	728	34	91	43	38
AC012651.1	11	6	29	2	31	32	0	8	7	2	2	3	0
CAPN3	41	17	23	1	79	172	3	45	147	3	68	3	8
ZNF106	2190	1584	2197	343	3349	2824	55	1772	5051	227	449	204	273
SNAP23	1682	1000	1683	291	2346	2295	66	1881	6085	316	526	344	428
AC018362.1	13	7	16	2	5	6	0	2	10	0	0	0	0
LRRC57	515	266	641	77	526	577	18	341	970	45	90	58	66
HAUS2	1233	607	1062	194	1357	1381	40	752	1945	81	133	132	122
AC018362.2	17	0	6	0	11	6	0	7	9	0	0	0	1
STARD9	36	20	30	13	27	34	3	42	96	9	10	5	6
CDAN1	58	22	83	7	116	100	4	100	134	12	17	8	12
AC090510.2	3	0	0	0	1	1	0	0	0	0	0	0	0
TTBK2	298	242	400	43	440	435	23	162	518	34	52	25	27
UBR1	360	287	475	74	701	652	18	642	1417	91	158	57	74
TMEM62	260	153	380	44	1056	862	31	619	1591	64	217	115	39
CCNDBP1	2082	1038	2004	440	1699	2130	58	1368	3042	146	292	185	184
LCMT2	69	54	52	19	62	61	6	90	143	8	20	23	14
ADAL	378	235	234	60	348	344	5	126	191	10	30	11	4
ZSCAN29	203	119	173	32	328	240	9	258	446	29	63	26	35
TUBGCP4	209	118	328	26	246	192	6	129	231	22	37	21	15
TP53BP1	348	206	422	73	660	577	23	434	805	59	79	39	50
MAP1A	7	2	4	25	13	16	1	35	56	6	4	3	3
PPIP5K1	73	36	105	11	168	166	4	67	226	15	32	13	22
CATSPER2	97	51	127	20	62	98	3	39	118	6	8	17	12
PDIA3	4700	3123	5072	1053	15476	16481	498	11431	24157	963	3492	3640	1859
ELL3	3	0	0	0	65	48	2	30	52	2	4	4	1
SERF2	106078	55058	55024	25012	93650	82490	3620	94349	251086	9497	26212	16399	13955
HYPK	229	167	111	23	1655	1053	99	1435	1821	269	217	260	142
MFAP1	896	571	805	131	1379	1342	27	976	1908	103	131	137	114
WDR76	76	32	81	16	117	72	1	53	81	6	7	2	5
CASC4	1036	733	1301	238	1175	1152	33	907	1628	94	233	104	81
CTDSPL2	370	264	544	68	643	549	17	457	866	53	97	45	49
EIF3J-DT	287	151	238	35	217	214	2	161	376	23	27	28	39
EIF3J	4064	2260	2118	440	2222	1875	83	4057	4553	390	476	363	397
SPG11	1333	865	2164	200	2353	2331	50	1530	3655	205	274	229	122
PATL2	67	21	84	13	466	337	10	758	2302	58	242	91	61
B2M	915875	429373	464289	182717	795623	790163	27823	539655	1305670	69191	115235	122601	77599
TRIM69	826	347	670	326	3198	2513	62	2185	6613	211	668	439	428
SORD	262	75	298	79	410	400	7	228	569	18	95	33	24
DUOX2	23	9	12	3	11	0	0	5	2	0	1	0	0
DUOX1	77	72	24	55	5	1	1	11	17	4	3	1	2
SHF	19	13	27	3	34	50	0	14	39	4	1	4	4
GATM	48	56	249	23	40	54	0	63	108	11	15	15	4
AC025580.3	9	6	2	0	2	2	0	8	12	2	2	4	3
SPATA5L1	186	98	234	27	372	304	9	268	565	25	66	71	37
C15orf48	5136	3083	6048	1228	13173	10944	1040	32057	128717	9492	11130	3880	10940
AC025580.2	17	4	85	0	288	525	17	50	340	93	70	6	14
SLC30A4	22	15	63	3	46	56	5	25	51	15	16	0	3
AC090527.3	4	13	11	2	10	5	0	34	72	3	14	0	3
BLOC1S6	1165	812	1564	257	2161	1771	67	2224	5342	208	565	212	320
SQOR	3847	1630	5881	1478	4874	4754	261	7911	21647	1073	1784	1459	854
MYEF2	35	4	10	27	15	9	0	16	14	5	3	1	3
AC023355.1	12	6	25	2	20	9	1	11	31	2	1	16	13
DUT	3428	2022	2864	840	3902	4615	97	1429	3026	104	360	108	227
FBN1	122	318	7	18	364	232	1	1	24	1	1	0	1
CEP152	197	119	235	19	260	215	6	133	298	31	26	17	14
AC084757.2	4	0	2	0	0	0	0	0	4	0	0	0	0
EID1	4696	2565	3978	933	5514	5801	129	3078	6455	220	660	520	450
SECISBP2L	774	571	1059	170	2218	2120	51	1028	2478	108	244	122	122
COPS2	1128	823	1282	184	2242	2147	52	1464	2831	125	327	231	209
GALK2	451	256	373	110	586	648	22	425	762	44	102	80	55
FAM227B	5	3	6	6	24	16	1	11	21	0	1	1	3
AC022306.2	45	44	19	2	10	7	0	14	14	0	4	0	3
FGF7	32	19	6	5	28	27	0	20	20	0	5	3	3
DTWD1	578	363	714	116	853	872	22	512	1097	35	98	110	98
ATP8B4	47	37	145	4	353	242	12	643	755	76	129	120	124
SLC27A2	5	5	1	88	0	3	0	15	50	2	7	1	6
GABPB1	291	148	297	38	396	375	19	619	1440	78	131	130	105
GABPB1-AS1	461	239	621	178	299	278	3	287	804	42	86	59	46
USP8	1602	1149	1934	262	3005	2617	88	2373	5081	220	633	375	250
TRPM7	621	392	1291	84	1044	985	26	1437	2897	178	244	183	175
SPPL2A	3378	1953	4955	653	4287	5145	170	5581	17980	607	1409	821	679
AC021752.1	6	3	4	0	13	1	0	1	4	0	0	1	0
AP4E1	339	204	369	40	420	377	7	377	713	46	62	30	36
CYP19A1	3	0	2	0	158	82	0	1317	2552	40	66	157	44
GLDN	3844	1515	2929	365	1830	2389	34	310	2574	44	238	145	118
DMXL2	1416	1152	2395	298	4465	3184	179	6069	15680	872	1074	907	923
AC066613.1	61	27	60	9	42	34	0	10	72	2	5	4	0
SCG3	23	10	8	2	58	72	2	46	57	13	4	3	6
LYSMD2	2151	1083	1867	569	6642	5956	185	5430	16410	440	1393	894	376
TMOD2	153	167	323	32	253	260	8	180	358	20	41	29	17
TMOD3	2554	1276	2854	400	4030	3975	149	4229	9753	382	928	601	510
LEO1	385	254	329	47	1070	882	25	582	828	34	111	69	65
MAPK6	829	567	892	108	1174	950	72	3888	8584	516	682	433	589
GNB5	70	31	59	14	141	132	5	58	141	8	20	11	6
CERNA1	5	0	3	1	5	4	0	5	3	0	1	0	1
MYO5C	0	3	1	15	5	2	0	14	10	2	4	0	3
MYO5A	997	654	1088	166	2041	1515	41	965	1689	94	269	186	126
ARPP19	2541	1559	2571	394	2322	2156	66	2472	4277	236	598	430	376
FAM214A	331	288	490	75	354	295	6	173	284	19	52	23	26
RSL24D1	7263	4817	5700	908	5008	4423	119	2417	4072	186	475	344	474
RAB27A	423	191	578	121	427	453	18	650	1971	75	177	73	84
PIGBOS1	1022	480	720	236	1268	1100	40	1046	2208	102	226	258	117
PIGB	221	118	208	24	405	367	14	315	497	17	70	43	21
CCPG1	3258	2065	5343	468	5432	7209	172	2493	4013	221	582	528	159
C15orf65	79	39	38	42	61	80	1	21	29	5	9	5	2
DNAAF4	1814	716	888	217	609	948	19	66	79	6	24	1	12
NEDD4	47	32	45	7	107	88	2	108	168	9	24	10	18
RFX7	140	109	197	21	170	158	5	90	160	8	28	5	11
TEX9	16	8	16	33	21	20	0	12	14	6	1	0	3
MNS1	62	46	26	76	109	64	1	53	41	7	11	0	3
AC084782.3	2	0	0	0	0	1	0	0	0	0	0	0	0
ZNF280D	440	358	698	73	562	503	10	281	522	21	62	37	51
AC090517.4	8	7	9	4	209	142	5	124	337	12	44	30	31
AC010999.2	6	2	6	0	2	4	0	2	10	0	0	4	0
TCF12	407	255	605	51	1325	1084	46	1070	2110	93	295	182	154
LINC00926	13	10	11	2	25	8	0	28	20	5	5	12	11
MYZAP	4	0	0	2	1	0	0	4	3	0	0	0	0
POLR2M	658	299	608	112	1200	999	31	776	1188	75	137	145	89
ALDH1A2	525	760	906	34	342	335	6	350	1841	37	50	33	110
AQP9	1140	813	1697	609	8034	5366	218	9592	20594	1148	2052	961	1285
LIPC	36	10	70	3	205	255	1	15	31	0	0	0	1
ADAM10	2880	1411	6018	338	4923	4515	90	3473	8644	291	854	318	641
AC090515.2	5	4	8	1	6	5	0	3	8	3	1	0	2
MINDY2	596	321	919	78	771	742	33	743	1615	87	149	58	126
RNF111	617	357	703	113	1373	1176	50	848	1984	117	220	142	107
SLTM	2113	1281	2067	336	3621	3136	109	3300	6574	284	705	435	347
CCNB2	83	28	62	15	70	93	5	27	65	9	12	4	19
AC092757.3	6	5	3	1	0	1	0	2	6	0	6	3	2
MYO1E	330	156	339	73	1390	865	89	1667	4673	413	610	333	329
LDHAL6B	3	3	8	0	7	5	0	37	49	7	4	0	5
GTF2A2	2754	1540	2761	683	4754	4212	129	2526	5802	205	970	536	567
BNIP2	3746	2162	4092	658	4816	4833	129	3749	8321	285	1041	456	508
ANXA2	60020	23683	31689	9544	45351	61406	1957	32570	85974	3792	12723	9909	6759
ICE2	627	435	909	105	1347	1087	24	671	1307	49	133	75	70
RORA-AS1	27	16	28	1	72	39	0	30	58	0	8	4	1
RORA	419	258	338	48	337	460	5	132	185	5	11	5	8
AC107241.1	12	3	18	1	0	1	0	1	6	0	0	0	0
AC009560.1	1	0	2	5	0	0	0	0	0	0	0	0	0
VPS13C	1970	1448	3238	273	3389	2959	96	2608	5724	214	499	243	317
AC032011.1	5	0	2	0	0	0	0	0	0	0	0	0	0
TLN2	46	21	35	10	74	68	2	230	385	2	54	7	23
TPM1	586	309	480	135	724	651	25	952	1719	35	198	135	125
LACTB	3441	1731	3126	715	7122	6376	250	7461	22184	869	1920	657	787
RPS27L	28403	24820	18343	4357	35260	28992	1390	29435	43637	2102	3922	4852	2653
RAB8B	1736	918	1535	192	3823	3598	134	5435	11090	593	1000	1007	539
APH1B	1460	713	1580	192	1130	1571	39	1174	2138	141	247	256	185
AC007950.1	3	0	0	0	0	0	0	2	3	0	0	0	0
AC007950.2	15	4	19	3	5	4	0	57	89	2	16	54	21
USP3	1354	699	1720	281	1867	1895	39	2246	3456	141	533	407	262
USP3-AS1	11	10	7	1	17	14	0	8	23	2	3	3	5
FBXL22	17	4	2	2	9	16	0	12	46	0	11	5	6
HERC1	1029	625	1301	166	1519	1271	34	806	1652	112	152	84	85
DAPK2	9	4	7	1	32	30	1	49	85	14	7	8	5
FAM96A	4827	2658	2065	1283	10857	10144	273	8379	17735	550	2156	1692	850
SNX1	1266	710	990	296	5610	4720	196	3748	7354	341	987	1408	415
SNX22	42	12	8	1	100	71	1	82	115	7	8	23	17
PPIB	8824	4512	6466	1492	30602	26731	1081	18685	36586	1687	6363	8213	4244
CSNK1G1	444	270	456	62	760	630	21	736	1506	86	153	75	86
PCLAF	145	73	31	27	9	7	0	33	63	5	9	1	19
TRIP4	402	167	382	100	956	763	30	893	2258	96	151	224	108
ZNF609	617	366	961	116	833	832	8	290	683	40	56	33	39
OAZ2	1436	653	687	325	1275	801	53	818	2272	229	287	99	100
AC100830.3	8	4	9	0	4	1	0	3	4	0	1	0	0
PIF1	26	8	19	8	35	50	0	11	35	0	7	0	10
PLEKHO2	1752	754	1542	345	2310	2256	66	2450	8490	482	983	563	472
ANKDD1A	27	9	50	7	27	15	0	119	210	12	40	20	11
AC103691.1	484	274	703	61	610	609	11	422	578	46	33	21	78
SPG21	7111	3742	4763	2009	7373	7085	220	5398	14042	493	1461	773	601
MTFMT	413	188	392	94	313	407	11	133	398	18	43	11	24
SLC51B	0	0	0	3	0	1	0	8	4	0	0	0	1
UBAP1L	30	18	49	11	21	19	3	23	32	4	3	1	1
PDCD7	792	317	843	199	1030	852	29	372	663	49	79	42	53
CLPX	380	250	475	76	685	664	21	487	1088	44	105	72	51
PARP16	66	49	105	20	133	130	4	49	80	13	11	9	7
DPP8	820	488	1127	155	1042	968	29	1038	2142	88	230	90	142
HACD3	1474	957	1629	223	781	1334	14	330	697	28	126	19	30
INTS14	255	147	314	62	574	517	21	322	693	34	73	53	59
SLC24A1	57	32	71	13	101	98	4	39	86	8	12	9	10
AC011939.3	1	0	4	1	7	7	0	4	2	0	1	0	0
DENND4A	576	309	649	115	744	713	29	941	1579	93	204	64	99
RAB11A	3952	2004	3211	733	5129	5155	254	5515	8895	421	829	1090	634
MEGF11	5	4	0	0	3	1	0	0	3	0	0	0	0
DIS3L	328	168	343	52	484	534	15	159	306	16	53	20	21
TIPIN	113	85	90	34	232	141	10	124	197	9	29	22	24
MAP2K1	2749	1458	2412	599	2335	2718	72	2296	4217	263	698	617	286
AC116913.1	75	41	73	24	24	25	2	11	20	3	2	0	1
SNAPC5	1389	703	997	319	2398	1831	55	739	1914	65	231	146	88
RPL4	27335	17945	15331	6258	14956	13487	468	8514	25451	1147	4037	1505	1714
ZWILCH	146	83	131	29	255	196	8	136	200	17	35	15	17
LCTL	26	9	6	0	4	4	0	4	8	1	0	0	0
LINC01169	9	9	3	3	58	40	0	0	14	0	0	0	0
SMAD6	142	44	129	28	137	163	0	31	77	5	12	5	3
AC110048.2	41	40	127	0	19	39	1	4	10	0	3	0	2
SMAD3	7	0	7	15	185	107	6	298	1364	56	154	77	54
AAGAB	356	132	376	57	850	763	19	507	1125	57	98	105	80
IQCH	3	3	5	10	11	1	0	5	14	2	4	1	5
IQCH-AS1	69	104	56	9	110	86	5	54	63	6	12	4	2
C15orf61	602	336	353	126	897	910	21	673	1393	32	125	126	55
AC016355.1	10	2	4	4	8	11	1	14	41	0	1	0	2
MAP2K5	189	115	217	46	359	296	1	147	345	24	57	14	17
PIAS1	2626	1241	2620	285	3456	3238	80	1934	4794	278	404	286	192
AC107871.1	16	12	19	2	21	29	1	18	90	6	3	11	1
CALML4	61	38	34	14	107	77	6	152	146	6	31	12	12
CLN6	232	117	210	38	827	676	40	235	643	29	208	109	64
FEM1B	745	445	1040	159	1277	979	51	1833	3687	226	340	241	203
ITGA11	24	15	10	5	4	14	0	5	6	0	0	0	4
ANP32A	3301	1884	3033	405	4684	4816	119	2346	6852	555	570	634	386
SPESP1	38	15	49	1	72	24	0	36	89	0	7	1	8
GLCE	347	223	460	69	562	503	10	216	380	17	62	18	24
PAQR5	524	220	712	100	404	544	26	73	286	8	69	23	62
AC027237.3	0	0	0	13	0	2	0	4	3	2	0	0	0
KIF23	33	9	33	7	449	140	2	59	67	1	10	5	5
RPLP1	222331	143127	136733	39193	226123	174075	6221	129167	266151	13323	37743	20243	19035
AC027237.2	11	0	7	1	1	2	0	0	1	0	0	0	0
DRAIC	1	1	1	5	1	0	0	2	11	1	3	0	3
TLE3	1056	441	1169	177	1267	895	43	1287	3348	128	465	316	253
UACA	609	415	536	63	1367	1478	24	245	469	17	78	18	32
LARP6	47	52	3	23	55	38	0	8	12	2	7	1	5
LRRC49	27	22	27	15	15	20	0	10	6	7	1	1	0
THAP10	158	103	102	31	372	303	4	40	40	2	5	9	9
MYO9A	281	191	447	67	442	434	24	609	1004	54	105	44	48
SENP8	54	26	57	7	94	93	4	60	88	11	12	8	3
PKM	16102	6221	9425	3098	18152	23132	829	15043	56499	3513	8798	3946	3344
PARP6	276	192	373	89	1036	908	39	724	1907	118	263	151	89
AC009690.2	4	0	5	0	45	48	2	30	55	14	10	3	2
HEXA	8328	4908	6857	1240	5575	6478	282	4249	6386	732	1091	580	392
HEXA-AS1	5	5	11	1	5	2	0	11	18	4	7	4	5
TMEM202-AS1	15	15	19	6	41	37	1	53	120	3	22	20	14
AC079322.1	12	19	27	2	17	7	0	7	16	4	1	1	0
ARIH1	615	319	854	111	1089	970	33	1290	2827	154	386	226	171
LINC02259	3	0	0	0	3	2	0	2	0	0	0	0	0
BBS4	287	172	291	55	478	453	14	178	311	16	43	30	14
ADPGK	3032	1810	3953	587	5221	5078	192	3765	9691	399	1078	805	367
ADPGK-AS1	27	22	82	14	263	166	5	162	371	12	58	24	15
NEO1	86	90	27	8	73	75	2	7	12	0	1	0	1
NPTN	3990	1519	5705	406	4814	5546	184	3723	7424	367	1164	536	442
CD276	641	268	743	179	1263	1378	129	1712	2852	226	784	134	311
LOXL1-AS1	4	0	1	1	1	1	0	6	12	2	0	0	1
LOXL1	4	0	0	4	8	1	0	6	17	0	2	0	2
STOML1	106	55	135	32	354	287	11	208	850	26	111	37	46
PML	769	283	851	191	6546	3935	192	5115	15089	780	1449	966	406
CCDC33	2	5	1	106	1	3	0	12	23	4	2	0	0
AC023300.2	0	0	0	14	0	1	0	1	2	1	1	0	0
SEMA7A	15	19	21	0	39	37	2	30	165	15	9	6	9
UBL7	1531	776	813	234	2401	2028	54	838	1215	73	238	185	88
UBL7-AS1	180	112	174	34	331	322	4	133	205	15	20	21	16
ARID3B	138	119	178	41	203	188	11	246	384	33	60	150	42
CLK3	549	281	406	117	822	780	35	731	2673	160	230	286	87
EDC3	151	78	146	28	305	292	5	200	423	20	59	37	38
CSK	1467	754	2010	335	2928	2385	109	3114	6318	246	812	429	409
ULK3	158	84	165	35	435	385	13	327	589	31	138	74	33
SCAMP2	2093	1175	2324	422	4274	4729	146	2927	6302	342	915	889	415
MPI	266	158	235	55	487	499	13	134	277	6	55	24	14
FAM219B	676	354	547	128	610	642	19	315	807	50	109	97	83
COX5A	8527	4693	3827	1803	11924	11603	429	9595	22216	743	2994	1617	1367
RPP25	421	169	408	163	877	725	32	318	598	42	116	119	60
SCAMP5	38	8	16	1	47	41	2	23	21	1	5	6	6
PPCDC	590	176	372	81	632	451	15	198	442	38	111	66	56
C15orf39	367	191	436	67	1046	732	26	664	2009	83	199	115	146
COMMD4	2207	1004	1757	401	3000	2665	81	1372	3622	189	311	406	302
AC068338.3	9	6	5	7	2	2	0	2	4	2	2	2	0
NEIL1	71	51	115	40	239	176	4	13	39	1	5	4	4
MAN2C1	631	376	1234	107	995	1009	44	816	2402	95	254	175	143
AC068338.2	48	26	41	11	76	89	3	35	98	3	11	7	13
SIN3A	403	183	404	47	593	485	22	679	1419	84	119	90	53
PTPN9	734	379	828	195	1163	1136	46	667	1337	86	228	127	113
SNUPN	1125	566	688	164	1161	1376	66	1004	2144	64	210	180	97
IMP3	2042	981	1339	462	2711	2836	55	1321	3166	117	441	309	198
AC105020.6	27	24	24	9	76	64	0	22	64	5	12	8	6
AC105020.5	12	12	14	0	4	2	0	2	0	0	0	0	0
SNX33	91	59	161	43	236	215	16	111	268	32	58	25	17
CSPG4	98	16	11	16	59	31	4	49	30	3	10	2	9
AC105020.1	3	0	4	0	1	0	0	1	1	0	1	0	0
ODF3L1	193	36	26	88	217	340	22	60	54	1	39	30	15
DNM1P35	2	6	3	2	35	17	0	14	47	1	3	5	3
UBE2Q2	886	502	765	195	1522	1276	46	1721	2770	118	353	217	206
FBXO22	625	454	850	116	1051	996	29	469	1002	47	96	104	51
NRG4	5	2	16	6	2	2	0	5	3	1	1	1	1
TMEM266	14	10	13	5	53	24	0	4	4	0	6	0	0
ETFA	2482	1268	1861	470	2663	3209	101	1942	4759	182	488	315	266
ISL2	5	6	7	0	25	17	0	8	17	0	3	3	2
SCAPER	205	155	309	19	547	426	27	484	1012	49	109	59	37
RCN2	1056	491	1185	207	886	1136	13	505	1091	30	190	45	78
PSTPIP1	114	51	209	36	300	265	4	689	1296	41	187	116	82
TSPAN3	4305	2158	1840	597	6176	7641	249	1962	5713	585	993	333	351
PEAK1	221	194	204	40	437	349	24	543	813	81	135	62	37
HMG20A	414	318	354	48	822	632	17	348	540	43	71	38	53
TBC1D2B	812	440	780	100	1150	980	24	446	1056	74	112	22	49
CIB2	1	0	7	1	15	3	0	30	40	2	9	1	2
IDH3A	565	302	603	109	888	815	28	655	1439	49	155	76	102
ACSBG1	5	0	1	2	15	8	0	9	5	3	1	0	1
DNAJA4	287	176	391	129	544	403	30	883	7525	418	155	275	204
WDR61	2845	1505	1546	366	2013	2443	50	858	1546	72	198	145	135
IREB2	1105	747	1614	172	1591	1406	30	1172	2479	117	256	84	181
HYKK	9	0	4	2	14	11	0	2	2	1	0	0	0
PSMA4	10082	5474	5805	1492	11427	10843	428	12884	29532	787	1982	1737	1505
CHRNA5	20	14	44	11	55	49	1	9	71	4	1	1	2
CHRNA3	45	22	12	9	75	44	0	0	6	0	0	0	2
CHRNB4	5	2	0	0	4	4	0	0	0	0	0	0	0
ADAMTS7	4	9	2	5	32	8	0	0	0	1	1	0	0
MORF4L1	11680	7126	9791	1853	10424	10062	265	6432	16008	617	1766	896	1175
CTSH	12117	6133	6419	3005	19188	16341	694	6837	24811	1328	3214	2451	1375
RASGRF1	6	0	2	3	32	29	1	17	24	1	4	3	6
AC011944.1	9	3	11	0	51	23	0	39	29	1	0	4	2
TMED3	2819	1261	1844	645	3013	2940	82	675	2593	95	524	175	148
KIAA1024	5	0	5	1	6	4	0	5	6	0	4	0	2
MTHFS	1888	1042	812	240	3112	2795	91	1910	5709	296	501	285	229
AC021483.2	3	3	5	2	0	0	0	3	1	0	0	0	3
ST20-MTHFS	13	10	0	0	73	57	7	144	296	33	20	13	13
ST20	262	147	113	66	135	86	9	472	1586	109	200	87	128
ST20-AS1	100	68	107	20	100	120	2	100	394	24	63	26	28
BCL2A1	8384	5872	7407	1146	22979	24061	1057	47395	118341	4939	7323	4041	6858
ZFAND6	3419	1949	3130	613	3093	2902	71	2602	5717	275	598	516	433
FAH	913	473	609	127	1317	1226	39	581	1406	88	316	312	142
ABHD17C	33	8	36	8	32	27	1	506	372	48	39	38	87
MESD	3955	2326	2670	440	6035	5904	251	4270	8170	326	1028	1028	501
AC068870.2	7	3	6	0	9	6	0	14	46	1	5	7	1
TLNRD1	1082	557	1014	291	1976	1242	102	4584	6514	432	947	913	581
CFAP161	2	3	0	13	14	23	1	13	20	2	4	2	7
IL16	984	402	596	128	880	769	22	192	877	23	98	43	76
STARD5	71	25	87	18	239	184	10	191	741	25	64	64	40
TMC3-AS1	11	7	11	0	10	10	0	5	8	1	1	1	6
AC109809.1	6	3	0	0	0	0	0	0	0	0	0	0	0
MEX3B	16	5	22	4	30	20	0	54	248	7	16	7	2
EFL1	126	41	154	22	418	416	10	314	756	45	81	63	52
SAXO2	11	15	5	89	19	14	1	34	28	6	4	2	0
GOLGA6L10	17	7	8	3	3	12	0	9	9	2	0	0	2
GOLGA6L9	35	35	34	9	13	19	2	18	21	6	8	4	0
RPS17	61335	48753	5921	3779	3588	2658	188	4570	5280	643	960	730	684
CPEB1-AS1	6	0	0	3	3	6	0	4	5	4	3	0	0
SNHG21	100	67	106	30	102	78	4	61	107	10	17	8	13
FSD2	7	12	12	0	0	0	0	2	0	0	0	0	0
WHAMM	339	217	411	94	1506	858	36	874	2133	139	264	191	109
HOMER2	35	15	41	51	32	44	0	44	74	4	4	8	10
RAMMET	1369	649	1191	259	1748	1517	53	1615	3469	121	392	294	287
C15orf40	1056	502	865	221	1191	1134	37	760	1813	55	229	120	103
BTBD1	518	259	997	77	1098	1068	44	784	1896	113	268	116	133
TM6SF1	1795	1246	2594	235	1167	1825	37	639	1070	45	240	70	72
HDGFL3	172	68	169	49	252	287	5	128	299	22	26	21	37
GOLGA6L4	66	24	71	0	65	42	3	36	93	6	15	6	4
AC048382.5	65	35	36	5	55	63	0	7	27	2	7	4	3
ZSCAN2	91	38	70	14	162	166	4	51	132	2	11	5	12
AC048382.1	5	3	0	0	0	0	0	0	0	0	0	0	0
AC048382.6	28	20	34	4	15	7	1	3	12	0	1	1	1
WDR73	410	225	577	115	491	408	8	209	472	28	65	35	57
NMB	2543	1373	1680	1514	1355	2038	157	902	2866	204	393	44	151
SEC11A	15602	8193	16030	2779	9225	10709	274	5531	11771	581	1590	1210	1043
ZNF592	627	350	723	133	883	960	25	725	1333	77	163	151	88
ALPK3	225	261	428	65	355	489	23	25	101	6	19	2	9
PDE8A	541	381	741	84	1078	1199	61	831	1396	161	259	117	94
AKAP13	2701	1441	3084	521	7212	5792	251	5520	12141	613	1729	659	630
AC021739.2	8	0	5	0	9	5	1	1	15	0	0	1	0
AC021739.3	3	0	0	0	0	0	0	0	4	0	0	0	0
KLHL25	12	8	13	3	11	27	0	15	293	14	12	13	7
NTRK3	155	72	54	15	27	118	0	8	11	2	10	0	2
MRPL46	858	407	467	121	1699	1509	31	638	1320	60	149	145	113
MRPS11	1951	883	1192	363	1750	1466	37	861	2016	82	286	210	167
DET1	113	46	165	17	181	157	5	88	108	0	24	10	12
AEN	134	100	228	38	1011	614	28	456	724	54	83	62	55
ISG20	295	70	57	159	15874	9335	1137	31665	95919	3795	7783	9267	1689
HAPLN3	45	17	21	27	422	209	35	848	6779	210	257	30	115
MFGE8	190	178	282	89	156	168	13	152	323	39	160	91	154
AC013565.3	6	3	5	1	2	5	0	12	36	0	4	2	5
ABHD2	3284	1347	2383	631	1213	2146	29	1173	3964	122	442	113	238
FANCI	54	25	66	9	108	94	3	48	65	8	11	4	16
POLG	460	281	465	115	848	684	27	784	1821	101	227	111	109
AC124068.2	2	5	8	3	20	8	0	12	83	4	0	16	12
MIR9-3HG	3	0	2	0	12	3	0	29	36	0	1	7	10
TICRR	2	0	1	0	5	0	0	1	3	0	0	0	2
PLIN1	12	4	5	1	2	8	0	0	2	0	0	2	0
PEX11A	194	112	122	35	186	245	5	33	72	3	10	6	10
WDR93	7	4	9	19	7	9	1	9	9	1	0	1	1
MESP1	40	41	11	19	87	76	0	18	33	5	5	5	6
MESP2	8	2	2	1	7	3	0	6	8	0	0	0	1
ANPEP	1238	319	2876	508	3137	4895	114	1830	15836	414	2861	1250	2079
AP3S2	417	219	334	59	885	579	12	251	493	30	74	79	51
